5.3,45,19,12,fuji
9.7,66,23,15,fuji
4.5,33,17,11,fuji
7.2,92,29,13,fuji
6.4,79,25,9,fuji
8.9,54,15,10,fuji
3.6,85,27,4,fuji
10.2,21,19,6,fuji
5.9,47,21,12,fuji
7.8,63,23,14,fuji
4.1,31,11,8,fuji
9.3,99,29,1,fuji
6.2,75,25,13,fuji
8.6,56,17,10,fuji
3.2,83,21,7,fuji
10.9,23,15,3,fuji
5.5,43,13,11,fuji
7.4,61,19,14,fuji
4.7,37,9,8,fuji
9.1,58,23,12,fuji
6.6,73,17,15,fuji
8.3,97,25,7,fuji
3.4,81,13,6,fuji
10.6,29,7,4,fuji
5.1,41,27,10,fuji
7.6,67,15,13,fuji
4.3,35,23,9,fuji
9.5,52,29,11,fuji
6.8,71,19,14,fuji
8.1,95,27,8,fuji
3.8,87,11,5,fuji
10.4,25,21,2,fuji
5.7,49,17,12,fuji
7.1,65,25,15,fuji
4.6,39,13,7,fuji
9.9,50,21,13,fuji
6.1,77,11,14,fuji
8.4,91,23,9,fuji
3.5,89,19,6,fuji
10.7,27,13,4,fuji
5.2,42,29,11,fuji
7.7,60,17,13,fuji
4.4,36,25,10,fuji
9.2,57,23,14,fuji
6.7,72,15,12,fuji
8.2,96,27,10,fuji
3.9,82,21,5,fuji
10.5,22,19,3,fuji
5.8,46,23,13,fuji
7.3,62,11,15,fuji
4.2,27,14,9,grannysmith
8.5,72,26,11,grannysmith
5.6,53,20,13,grannysmith
7.1,80,22,15,grannysmith
3.3,69,16,8,grannysmith
9.8,35,18,10,grannysmith
6.7,58,24,12,grannysmith
8.2,74,28,14,grannysmith
4.9,44,20,9,grannysmith
6.4,62,18,11,grannysmith
3.5,55,14,7,grannysmith
10.1,23,16,5,grannysmith
7.6,47,22,13,grannysmith
9.3,65,26,15,grannysmith
5.2,51,20,10,grannysmith
7.9,79,24,12,grannysmith
4.6,40,18,9,grannysmith
10.8,19,14,4,grannysmith
6.1,56,22,11,grannysmith
8.7,70,26,13,grannysmith
5.4,63,20,8,grannysmith
7.5,83,24,10,grannysmith
4.1,54,16,7,grannysmith
9.6,26,14,6,grannysmith
6.9,49,22,9,grannysmith
8.4,67,28,11,grannysmith
5.1,59,20,12,grannysmith
7.3,77,26,14,grannysmith
3.7,66,18,5,grannysmith
10.3,17,12,3,grannysmith
6.3,52,24,13,grannysmith
8.8,64,28,15,grannysmith
4.5,57,22,10,grannysmith
6.6,75,20,12,grannysmith
3.8,60,16,9,grannysmith
10.5,20,18,4,grannysmith
7.2,45,24,11,grannysmith
9.7,63,28,13,grannysmith
5.3,50,22,14,grannysmith
7.8,71,20,10,grannysmith
4.3,64,18,7,grannysmith
9.4,30,16,5,grannysmith
6.5,55,24,15,grannysmith
8.1,73,22,11,grannysmith
5.8,61,14,12,grannysmith
7.4,81,18,14,grannysmith
3.6,70,12,6,grannysmith
10.2,24,10,4,grannysmith
6.8,43,26,13,grannysmith
8.3,68,20,15,grannysmith
4.7,32,13,8,golden
9.2,78,25,14,golden
5.9,46,19,10,golden
7.5,84,21,12,golden
3.4,65,15,7,golden
10.4,22,17,5,golden
6.6,57,23,11,golden
8.1,71,27,13,golden
4.8,41,19,8,golden
6.3,60,17,10,golden
3.6,53,13,6,golden
9.5,29,15,4,golden
7.2,44,23,14,golden
8.8,62,27,16,golden
5.5,50,21,9,golden
7.7,76,25,11,golden
4.4,39,17,8,golden
10.6,18,13,3,golden
6.2,54,21,10,golden
8.6,68,25,12,golden
5.3,61,19,7,golden
7.4,80,23,9,golden
4.2,52,15,6,golden
9.7,27,13,5,golden
6.8,48,21,8,golden
8.3,66,27,10,golden
5.6,58,19,11,golden
7.1,78,23,13,golden
3.9,64,17,4,golden
10.1,20,11,2,golden
6.5,51,25,12,golden
8.9,63,29,14,golden
4.6,56,23,9,golden
6.7,74,21,11,golden
3.7,62,15,8,golden
10.2,25,17,3,golden
7.3,43,25,10,golden
9.8,61,29,12,golden
5.4,49,23,13,golden
7.6,70,21,9,golden
4.3,63,17,6,golden
9.3,31,15,4,golden
6.4,54,25,14,golden
8.2,72,23,10,golden
5.7,60,19,13,golden
7.8,79,21,15,golden
3.5,71,11,5,golden
10.3,16,9,1,golden
6.9,42,27,12,golden
8.4,67,21,14,golden
