22.88,2.81,0.95,924.88,Avocado
17.28,2.75,0.85,827.12,Avocado
21.13,6.63,0.68,665.85,Avocado
21.02,3.88,1.0,976.69,Avocado
22.0,3.67,0.82,802.69,Avocado
17.65,4.22,1.0,976.69,Avocado
14.19,5.64,0.99,968.87,Avocado
21.17,6.04,0.66,646.3,Avocado
17.58,5.03,0.87,851.56,Avocado
15.09,3.81,0.8,778.25,Avocado
24.61,4.54,0.8,778.25,Avocado
22.31,4.64,1.0,976.69,Avocado
17.67,4.71,1.0,976.69,Avocado
16.8,6.45,0.84,825.17,Avocado
13.48,3.04,0.8,778.25,Avocado
23.79,7.45,0.61,595.49,Avocado
14.18,5.29,0.97,949.32,Avocado
23.28,3.51,1.0,976.69,Avocado
20.84,5.26,0.94,922.92,Avocado
19.39,3.77,0.82,797.8,Avocado
14.55,4.49,0.82,802.69,Avocado
12.85,5.49,0.66,646.3,Avocado
17.56,7.01,0.87,851.56,Avocado
12.88,3.91,1.0,976.69,Avocado
24.3,4.61,0.82,802.69,Avocado
16.18,3.65,0.82,802.69,Avocado
13.16,3.47,1.0,976.69,Avocado
20.64,5.53,0.99,968.87,Avocado
15.83,5.39,0.95,924.88,Avocado
23.43,6.81,0.66,646.3,Avocado
21.96,7.18,0.66,646.3,Avocado
14.21,4.08,0.8,776.29,Avocado
25.0,7.29,0.68,665.85,Avocado
22.58,6.05,0.97,949.32,Avocado
12.72,6.46,0.66,646.3,Avocado
21.52,7.16,0.97,949.32,Avocado
20.26,5.92,0.66,646.3,Avocado
24.32,3.22,0.8,778.25,Avocado
17.33,6.33,0.82,800.73,Avocado
16.06,5.32,0.66,641.42,Avocado
21.57,3.01,1.0,976.69,Avocado
12.57,4.0,0.8,778.25,Avocado
14.69,7.1,0.99,968.87,Avocado
12.53,3.64,1.0,976.69,Avocado
14.96,6.24,0.66,641.42,Avocado
19.56,4.2,0.8,776.29,Avocado
24.68,5.64,0.64,621.87,Avocado
13.87,4.75,1.0,976.69,Avocado
18.06,4.8,1.0,976.69,Avocado
16.93,4.11,1.0,976.69,Avocado
19.33,6.11,0.64,134.0,Clover
17.19,5.56,1.0,211.13,Clover
15.73,4.25,0.79,166.75,Clover
23.24,3.42,1.0,211.13,Clover
22.68,5.11,0.64,134.0,Clover
18.48,4.9,0.82,173.51,Clover
20.08,3.23,0.82,172.46,Clover
19.5,5.62,0.66,139.71,Clover
17.09,4.4,1.0,211.13,Clover
18.33,5.58,0.66,139.71,Clover
16.99,7.16,0.82,173.09,Clover
19.63,6.26,0.64,134.0,Clover
24.53,7.21,0.64,134.0,Clover
21.63,3.88,1.0,211.13,Clover
20.03,4.14,1.0,211.13,Clover
16.1,4.19,0.82,173.51,Clover
15.83,4.61,0.82,172.46,Clover
